region;code_de_la_region;nom_du_departement;code_du_departement;geo_point_2d;geo_shape
Occitanie;76;Haute-Garonne;31;43.68426775796978, 1.3850605515281171;"{""coordinates"": [[1.371254002413931, 43.697436145055576, 119.64995005913079], [1.398867100642303, 43.67109937088397, 123.89395010657609]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.57873357948844, 1.281837124847558;"{""coordinates"": [[1.281848725780869, 43.57873580324714, 189.29995027557015], [1.281825523914247, 43.57873135572976, 191.449950276874]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.145308059363934, 0.799417244416305;"{""coordinates"": [[0.799419349793631, 44.1451745222645, -5.0759874284e-05], [0.799415139038979, 44.14544159646337, -5.0759874284e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.385992599378525, -0.6025510166602748;"{""coordinates"": [[-0.602536875644897, 43.385981647058955, 104.77795062866062], [-0.602565157675652, 43.38600355169809, 101.7438506288454]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.41556757260205, -0.6426838145250744;"{""coordinates"": [[-0.642975414461534, 43.416166179131906, 88.6399505706504], [-0.642392214588614, 43.414968966072195, -4.9426220357e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.81148547585061, -1.1786694507478903;"{""coordinates"": [[-1.189963505834133, 43.77516879305973, 43.390949917025864], [-1.167375395661647, 43.84780215864149, 69.23394978418946]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.90241189628941, -0.4282580032760427;"{""coordinates"": [[-0.445824275057493, 43.865312435707, 90.81694975029677], [-0.410691731494592, 43.93951135687182, 91.03294961620122]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;43.935482570745656, 1.2836136859683993;"{""coordinates"": [[1.26738110828964, 43.90219312604041, 116.91494968347251], [1.299846263647158, 43.9687720154509, 99.68594956304878]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.30301341735072, 0.3487442990113283;"{""coordinates"": [[0.341377458780148, 44.3051290506785, 33.83294894825667], [0.356111139242508, 44.300897784022936, 35.83594895526767]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.40850420352574, -0.5121631332376049;"{""coordinates"": [[-0.512445129206058, 43.40855666286024, -4.9414113164e-05], [-0.511881137269152, 43.408451744191225, -4.9413181841e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.59149061810472, 1.251255208335503;"{""coordinates"": [[1.251222405880968, 43.59144132012684, 193.7329502524808], [1.251288010790038, 43.5915399160826, 196.03995025157928]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.136347734725554, 0.9362110873102614;"{""coordinates"": [[0.937870412622936, 43.13459031527004, 291.9709510868415], [0.934551761997587, 43.13810515418107, 289.5869510807097]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.915249483468756, -0.5403689858797069;"{""coordinates"": [[-0.540358317451575, 44.9153610523368, 3.113947832025588], [-0.540379654307838, 44.91513791460071, 5.722947830334306]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.696382393558224, -0.32766551881019423;"{""coordinates"": [[-0.364781310645944, 43.66299324784194, 161.18795012123883], [-0.290549726974445, 43.729771539274516, 73.58894999977201]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.50695849858725, -0.8766135036384777;"{""coordinates"": [[-0.878937187543005, 43.50599320340322, 35.929950408637524], [-0.87428981973395, 43.507923793771276, 45.57995040528476]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;44.436427053817894, -1.2170578523061357;"{""coordinates"": [[-1.21710041562082, 44.43633819498792, -5.129352212e-05], [-1.217015288991451, 44.43651591264788, -5.1294453442e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.295848511728906, -0.7422562480314255;"{""coordinates"": [[-0.742311743027223, 43.29573695329021, 143.99595079291612], [-0.742200753035628, 43.2959600701676, 144.30395079031587]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;44.14472555218692, 1.5235643239045988;"{""coordinates"": [[1.523802976159151, 44.144826428369385, -5.0759874284e-05], [1.523325671650047, 44.144624676004454, -5.0760805607e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.46897503234623, -1.4024394433047198;"{""coordinates"": [[-1.402326411795348, 43.46894742682297, -4.9524009228e-05], [-1.402552474814091, 43.46900263786949, -4.952494055e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.29551412474825, -0.7425204607268718;"{""coordinates"": [[-0.74269133620749, 43.2953379601216, 142.63595079351217], [-0.742349585246253, 43.2956902893749, 143.97295079287142]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.40610879049266, 1.6331342941749658;"{""coordinates"": [[1.551213053923691, 43.43464473660502, 264.54895053897053], [1.715055534426241, 43.377572844380296, 178.80395064409822]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.61958811748605, 0.7676472667624682;"{""coordinates"": [[0.76807354396591, 43.619678317030136, 152.54195019975305], [0.767220989559026, 43.61949791794197, 153.75595020037144]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;45.01903419024224, -0.5715326065184338;"{""coordinates"": [[-0.558032629355578, 45.013606322916054, 1.444947652518749], [-0.58503258368129, 45.02446205756843, 5.144947629421949]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.834738310459166, -0.4717774043020368;"{""coordinates"": [[-0.471510381682117, 44.834667090024645, -5.202088505e-05], [-0.472044426921956, 44.834809530893686, -5.2022747695e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.18680780886474, 2.5270192682447012;"{""coordinates"": [[2.5274557592084, 43.18671569039244, -4.9008987844e-05], [2.526582777281002, 43.18689992733705, -4.9008987844e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.385943901153496, -0.6024835596312375;"{""coordinates"": [[-0.602535967019851, 43.385981136976596, 105.24995062779635], [-0.602431152242624, 43.3859066653304, 105.24095062725246]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.596836438877155, -0.10256554673452356;"{""coordinates"": [[-0.102505835759638, 44.59685705531231, -5.1585957408e-05], [-0.10262525770941, 44.596815822442, -5.1585957408e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.49797109695079, 1.2238739513829828;"{""coordinates"": [[1.223869435528006, 43.49809814216671, -4.9577094615e-05], [1.223878467237959, 43.49784405173487, -4.9576163292e-05]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.54761830857744, 2.2597854436118556;"{""coordinates"": [[2.259721353312775, 43.547652731822375, 186.57945033349097], [2.259849533910936, 43.547583885332514, 188.8379503339529]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.878097166099785, -0.2974434861215347;"{""coordinates"": [[-0.297327809376263, 44.87795903871552, -5.2100047469e-05], [-0.297559162866806, 44.87823529348406, -5.2100978792e-05]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.254955037408024, 0.07132227182280518;"{""coordinates"": [[0.069156689002301, 43.26806163493989, 285.04195084329695], [0.073487854643309, 43.24184843987616, 303.53595089167356]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.672226244337246, 1.3673361227923329;"{""coordinates"": [[1.367141510245558, 43.67211386963295, -4.989746958e-05], [1.367530735339108, 43.67233861904154, -4.9896538258e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.1825630107437, 0.9784450712504771;"{""coordinates"": [[0.966748971969233, 43.17486154378147, 273.5219510132447], [0.990141170531721, 43.19026447770593, 269.66395098436624]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.0578874988304, 1.6465827058516833;"{""coordinates"": [[1.658457691537369, 43.075174188000595, 324.0649511972442], [1.634707720165998, 43.0406008096602, 347.2949512572959]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.620258908312984, 0.5920019261531548;"{""coordinates"": [[0.591786962441673, 43.62021044761298, -4.9801543355e-05], [0.592216889864637, 43.620307369012984, -4.9801543355e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.207629855886935, 1.9771111442671045;"{""coordinates"": [[1.959913582933776, 43.155218338526566, -4.8952177167e-05], [1.994308705600433, 43.260041373247304, -4.9142166972e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.59949745870096, 1.2805219026172132;"{""coordinates"": [[1.280156716132691, 43.59976116135802, -4.9763359129e-05], [1.280887089101735, 43.59923375604392, -4.9762427807e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.877922172586096, -0.6887946863148782;"{""coordinates"": [[-0.688936819440548, 44.87776872722184, -5.2100978792e-05], [-0.688652553189208, 44.87807561795036, -5.2100047469e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.732126606624476, -0.5082922155868481;"{""coordinates"": [[-0.527616827738311, 43.69094528736671, 61.569950071163476], [-0.488967603435385, 43.77330792588224, 48.671949920244515]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.86205317844342, -0.24244386917213734;"{""coordinates"": [[-0.262526414942947, 43.942127926051505, 100.66294961143285], [-0.222361323401327, 43.78197843083533, 117.68494990374893]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.64671620233946, -0.37730083845174534;"{""coordinates"": [[-0.377298480785392, 43.64671446672268, 109.66165015194565], [-0.377303196118099, 43.64671793795625, 109.65995015017688]], ""type"": ""LineString""}"
Occitanie;76;Aveyron;12;44.447870209910214, 2.418902165853047;"{""coordinates"": [[2.419004778355184, 44.44778338903714, -5.1313079894e-05], [2.418799553350909, 44.447957030783286, -5.1312148571e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.68140615377962, 1.3619716964467328;"{""coordinates"": [[1.367040469362726, 43.67213305276587, 141.55795010365546], [1.35690292353074, 43.69067925479337, 123.94595007319003]], ""type"": ""LineString""}"
Occitanie;76;Ariège;9;43.04052661611608, 1.6347428908356614;"{""coordinates"": [[1.634699523337011, 43.040562995490234, -4.8742629588e-05], [1.634786258334312, 43.040490236741924, -4.8741698265e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.13265350722068, 0.9264090355305614;"{""coordinates"": [[0.926384745268878, 43.13254346403924, -4.8909336329e-05], [0.926433325792245, 43.132763550402125, -4.8909336329e-05]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.591619399795604, 0.9824528630034488;"{""coordinates"": [[0.982064023257649, 43.59144233175211, -4.9748457968e-05], [0.982841702749248, 43.591796467839096, -4.9748457968e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.09551736345647, 0.7125398218519832;"{""coordinates"": [[0.675634957462958, 44.030902765307125, 182.88094944972545], [0.716134498446189, 44.11577734288072, 58.646949294023216], [0.76357206533536, 44.14799657803176, 55.405949235893786]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.59073332429992, 2.255579896494378;"{""coordinates"": [[2.25895283440374, 43.581040701599186, 225.5704502724111], [2.252206958585016, 43.60042594700065, 175.18145023472607]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.77037711912995, -0.6506230128892917;"{""coordinates"": [[-0.667289106957842, 44.76451766357666, 47.98094810638577], [-0.633956918820741, 44.776236574683224, 42.95084808487445]], ""type"": ""LineString""}"
Occitanie;76;Hautes-Pyrénées;65;43.382946264746636, 0.0677847446706947;"{""coordinates"": [[0.067645192932736, 43.38282896077137, -4.9366615713e-05], [0.067924296408653, 43.3830635687219, -4.9366615713e-05]], ""type"": ""LineString""}"
Occitanie;76;Lot;46;44.31939922717043, 1.5361895503068772;"{""coordinates"": [[1.536117816177435, 44.31945730436542, -5.1078386605e-05], [1.536261284436319, 44.31934114997546, -5.1078386605e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.174842283002725, 0.96654159824704;"{""coordinates"": [[0.966688153007386, 43.17486247041822, -4.8986636102e-05], [0.966395043486694, 43.17482209558723, -4.8986636102e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.49922032274445, -1.2594002155423665;"{""coordinates"": [[-1.259598785478122, 43.49883553815659, -4.9578025937e-05], [-1.259201645606611, 43.49960510733231, -4.9578025937e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.941951468585174, -0.2619478048329159;"{""coordinates"": [[-0.262658304994929, 43.941793605966204, -5.0388276577e-05], [-0.261237304670903, 43.94210933120414, -5.03892079e-05]], ""type"": ""LineString""}"
Occitanie;76;Tarn;81;43.93462900875496, 2.2000589991526507;"{""coordinates"": [[2.200179022290216, 43.934603827882114, -5.0375238061e-05], [2.199938976015086, 43.93465418962781, -5.0374306738e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.043352801861175, 0.9883029572459964;"{""coordinates"": [[0.988379842866252, 43.04335352544061, -4.8748217523e-05], [0.98822607162574, 43.04335207828174, -4.8746354878e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.464644630128646, -1.4274272208954364;"{""coordinates"": [[-1.402118932317769, 43.46887517025405, 79.18995047546923], [-1.452735509473103, 43.46041409000323, 6.349950491450727]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Lot-et-Garonne;47;44.48599716115268, 0.17989559183642934;"{""coordinates"": [[0.179996758450335, 44.48610636745088, -5.1382929087e-05], [0.179794425222524, 44.485887954854476, -5.1383860409e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.78211241274947, -0.21794635432321036;"{""coordinates"": [[-0.219291772192928, 43.78236828103662, 121.97994990367442], [-0.216600936453493, 43.78185654446232, 135.32694990374148]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.79391105201334, -0.11843528336247464;"{""coordinates"": [[-0.1168280133966, 43.79224034486987, 109.09694988373667], [-0.12004255332835, 43.79558175915682, 111.21694988012314]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.61645541550023, -1.1217398452187646;"{""coordinates"": [[-1.121575041523009, 44.61640588067649, -5.1622278988e-05], [-1.12190464891452, 44.61650495032398, -5.1622278988e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.164410186029016, 2.715808411897702;"{""coordinates"": [[2.715883413721269, 43.16440960468066, -4.8968940973e-05], [2.715733410074135, 43.164410767377376, -4.8967078328e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.9394521306894, -0.4108883751352417;"{""coordinates"": [[-0.410742813624126, 43.939529661082844, -5.0384551287e-05], [-0.411033936646358, 43.93937460029597, -5.0383619964e-05]], ""type"": ""LineString""}"
Occitanie;76;Gers;32;43.78892949875811, -0.10437676021400527;"{""coordinates"": [[-0.103585778737902, 43.78972376080803, 124.92194989044219], [-0.105167741690109, 43.788135236708186, 137.45694989245385]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.62549905092462, -0.9655211847374535;"{""coordinates"": [[-0.965425252664488, 44.625370263306486, -5.1639042795e-05], [-0.965617116810419, 44.62562783854275, -5.163718015e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.173309891095734, 2.364191756546435;"{""coordinates"": [[2.364407787166436, 43.17326912229258, -4.8983842134e-05], [2.363975725926434, 43.173350659898894, -4.8983842134e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.17142213829666, 0.9671186935938045;"{""coordinates"": [[0.965751250743687, 43.17223123113554, 274.15095101762563], [0.968486136443922, 43.17061304545778, 268.15695102047175]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.69603489014678, -0.5193497151876774;"{""coordinates"": [[-0.519311053536168, 44.69613236388779, -5.176756531e-05], [-0.519388376839186, 44.69593741640576, -5.1766633987e-05]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.18753993886462, 2.527567541063545;"{""coordinates"": [[2.52791581225821, 43.18824403513305, -4.9011781812e-05], [2.52721926986888, 43.18683584259619, -4.9009919167e-05]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.5581477796614, 1.4247002471010193;"{""coordinates"": [[1.42453336560514, 43.55818003644319, 145.30395031441003], [1.424867128596899, 43.55811552287961, 145.63695031404495]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Gironde;33;44.39169797139911, -0.04221596147441;"{""coordinates"": [[-0.042150462371974, 44.39172847802621, 148.84494878631085], [-0.042281460576846, 44.39166746477202, 150.93794878851622]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.439667424413344, -1.478604329383932;"{""coordinates"": [[-1.478737346012516, 43.439592647732326, -4.9470923841e-05], [-1.478471312755348, 43.43974220109437, -4.9470923841e-05]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;44.35371058614642, -1.0764708545253914;"{""coordinates"": [[-1.089875324330351, 44.360263688406114, 34.74994884803891], [-1.063066384720432, 44.34715748388673, 34.169948869384825]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Pyrénées-Atlantiques;64;43.36637081502843, -1.414127943774271;"{""coordinates"": [[-1.414134608156589, 43.36632615422257, 48.294950663112104], [-1.414121279391953, 43.36641547583429, 48.308950662612915]], ""type"": ""LineString""}"
Occitanie;76;Aude;11;43.200670068615075, 2.2244633976520585;"{""coordinates"": [[2.122455813577198, 43.21603746477099, 175.5199509365484], [2.326470981726918, 43.18530267245917, 115.56995099317282]], ""type"": ""LineString""}"
Occitanie;76;Haute-Garonne;31;43.11410389029784, 0.7088933948631873;"{""coordinates"": [[0.708869017205214, 43.114184483158425, 403.6298511242494], [0.70891777252116, 43.11402329743725, 405.7389511251822]], ""type"": ""LineString""}"
Occitanie;76;Tarn-et-Garonne;82;43.888979867521456, 1.2796974320631345;"{""coordinates"": [[1.268868985141769, 43.88978267077149, 104.83894970826805], [1.2905258789845, 43.88817706427143, 137.77704971004277]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.834119502577124, -0.8236200220642655;"{""coordinates"": [[-0.823665655374427, 43.83411243294947, 18.360949808731675], [-0.823574388754104, 43.83412657220478, 16.85314980894327]], ""type"": ""LineString""}"
Nouvelle-Aquitaine;75;Landes;40;43.53938200489932, -1.1072507818482475;"{""coordinates"": [[-1.106350633817852, 43.541277692257, 4.229950343258679], [-1.108150929878643, 43.537486317541656, 3.927050350233912]], ""type"": ""LineString""}"
