geo_shape;objectid;geo_point_2d;nom_region;departement
"{""coordinates"": [[7.523007202189375, 48.161859961774404], [7.524523168255087, 48.166725709086435], [7.530321563710921, 48.18945981722343]], ""type"": ""LineString""}";5975;48.17563006991071, 7.526769716597277;Grand Est;Bas-Rhin
"{""coordinates"": [[3.437312345214052, 43.448033562039846], [3.436625702374785, 43.44845404319735]], ""type"": ""LineString""}";6350;43.4482438026186, 3.4369690237944184;Occitanie;Hérault
"{""coordinates"": [[7.516375983279678, 48.00880515340192], [7.514089412705181, 48.01499943399977], [7.511745480728682, 48.02139432604745], [7.511745174667546, 48.021394833545386], [7.511743067819328, 48.02139833058349]], ""type"": ""LineString""}";4320;48.015100603499505, 7.514056308872411;Grand Est;Haut-Rhin
"{""coordinates"": [[-2.908707537000363, 47.75360526260324], [-2.923196289038195, 47.76174490858371], [-2.948612272743496, 47.771505093850465], [-2.982343312016041, 47.7843019439671], [-2.991277698123493, 47.793343081620314]], ""type"": ""LineString""}";3173;47.772457847724816, -2.950827870063335;Bretagne;Morbihan
"{""coordinates"": [[4.853054281525807, 45.65970275284872], [4.853460347381809, 45.6608055075095]], ""type"": ""LineString""}";5976;45.66025413017911, 4.853257314453808;Auvergne-Rhône-Alpes;Rhône
"{""coordinates"": [[4.188170402271568, 48.67650376144478], [4.157963933144662, 48.70431780232788], [4.157913180045131, 48.70443715088264]], ""type"": ""LineString""}";6352;48.690454756402374, 4.173019534866879;Grand Est;Aube
"{""coordinates"": [[6.416642009781734, 47.41629964075938], [6.414989204568161, 47.431908858229626], [6.420788304868583, 47.4581384264671], [6.433369426087916, 47.481720472290604], [6.437267567555085, 47.489500461817315], [6.447032595346524, 47.514744921133556], [6.446476233933043, 47.53869702983021], [6.451044163158167, 47.546338604690945], [6.452169089651727, 47.54795574227735]], ""type"": ""LineString""}";4343;47.482643147790554, 6.4325740446351425;Bourgogne-Franche-Comté;Doubs
"{""coordinates"": [[-3.14973522939565, 47.84555831214947], [-3.169845869088242, 47.84879885114001]], ""type"": ""LineString""}";3175;47.84717858164474, -3.159790549241946;Bretagne;Morbihan
"{""coordinates"": [[-3.807028920249574, 48.21001954486054], [-3.797928770200577, 48.213446384925696], [-3.758408230291943, 48.23334364173169], [-3.732589360987406, 48.246545615902164], [-3.697912645368103, 48.24434174465235], [-3.664329972004494, 48.24643633834682], [-3.650254104822033, 48.251525083625886]], ""type"": ""LineString""}";5977;48.23695612099273, -3.730241219429963;Bretagne;Finistère
"{""coordinates"": [[3.456179537347194, 43.52958942999615], [3.456553305136211, 43.530000917451375]], ""type"": ""LineString""}";6353;43.52979517372376, 3.456366421241703;Occitanie;Hérault
"{""coordinates"": [[6.852113842175322, 48.99029200243723], [6.871858814282907, 48.997583139932225], [6.878212885424608, 48.999526543668196], [6.922327147701093, 49.00852636091802], [6.939877555594919, 49.016850181384235], [6.957496937822108, 49.02067494546527], [6.973585399585015, 49.025931812033335]], ""type"": ""LineString""}";4354;49.00805099901402, 6.912883562763155;Grand Est;Moselle
"{""coordinates"": [[-3.366988861877704, 47.88175500509866], [-3.385698092370388, 47.879825625086056], [-3.402371494094026, 47.88510434210993], [-3.422978538884639, 47.887439714601804]], ""type"": ""LineString""}";3178;47.88329701642094, -3.3949786194240907;Bretagne;Morbihan
"{""coordinates"": [[4.861847566959696, 43.989361513225006], [4.862562865450436, 43.98940276976782]], ""type"": ""LineString""}";5981;43.989382141496414, 4.862205216205066;Provence-Alpes-Côte d'Azur;Vaucluse
"{""coordinates"": [[4.588802069552402, 43.85525886572373], [4.589322130021956, 43.85534450534437]], ""type"": ""LineString""}";6358;43.855301685534045, 4.58906209978718;Occitanie;Gard
"{""coordinates"": [[7.030593062376384, 49.03803592154852], [7.016230584767104, 49.03599426086309], [7.010221848564951, 49.03458822878449], [6.999532345375959, 49.034424083691086], [6.968946218798199, 49.024698770227026], [6.968829413780218, 49.0246044547762]], ""type"": ""LineString""}";4356;49.03263645009013, 6.999416473891807;Grand Est;Moselle
"{""coordinates"": [[-3.600486409263409, 48.07122799591205], [-3.600475042702621, 48.0712794472731]], ""type"": ""LineString""}";3184;48.07125372159257, -3.6004807259830156;Bretagne;Morbihan
"{""coordinates"": [[2.703231792524521, 48.17349561603426], [2.703392594238498, 48.17352153889486]], ""type"": ""LineString""}";5999;48.17350857746456, 2.70331219338151;Île-de-France;Seine-et-Marne
"{""coordinates"": [[4.467041896329604, 46.50273263138252], [4.458688866287379, 46.5065539645975], [4.435351144293405, 46.51997326253891], [4.408785214800079, 46.52844510513619], [4.366526404160687, 46.54463114950948], [4.323924287533885, 46.55305900139536], [4.311620871758135, 46.55990015620818], [4.286189833564689, 46.56527697269903], [4.273587318600715, 46.57024920467487]], ""type"": ""LineString""}";6365;46.53969890399715, 4.3714414953952305;Bourgogne-Franche-Comté;Saône-et-Loire
"{""coordinates"": [[6.311324733143326, 48.70422049723241], [6.312254844092126, 48.70418148254136], [6.318651697654472, 48.705954232815365], [6.326922695398924, 48.709675103125825]], ""type"": ""LineString""}";4362;48.706516622193526, 6.319245965796068;Grand Est;Meurthe-et-Moselle
"{""coordinates"": [[-2.801666783078486, 47.715013021310334], [-2.801716131335334, 47.715018683378545], [-2.80378955376215, 47.715233770646876], [-2.84145234064202, 47.72787595436531], [-2.848490254485988, 47.72578329515863], [-2.855846987390017, 47.73144403990192], [-2.877535475809729, 47.737437906964125], [-2.890003033533778, 47.74242561462064]], ""type"": ""LineString""}";3198;47.72819830942964, -2.846013887357413;Bretagne;Morbihan
"{""coordinates"": [[6.558721806642213, 48.01651218462306], [6.554644026253616, 48.02072514557986]], ""type"": ""LineString""}";6000;48.01861866510146, 6.556682916447915;Grand Est;Vosges
"{""coordinates"": [[4.632974527287854, 46.47896773346521], [4.621806361801196, 46.48131198424977], [4.61789219644531, 46.481218340448585], [4.594414618081299, 46.4862697851375], [4.568934446208081, 46.48668946608481], [4.550820532880362, 46.48554846475151], [4.528647604607714, 46.4906779164391], [4.508337128938546, 46.489560377554305], [4.480185867372344, 46.497744238923524], [4.473248369259665, 46.500208161111544], [4.469757110692299, 46.501345925370146], [4.467041896329604, 46.50273263138252]], ""type"": ""LineString""}";6366;46.48853554213361, 4.549448001204792;Bourgogne-Franche-Comté;Saône-et-Loire
"{""coordinates"": [[7.096441646455315, 48.92977723061009], [7.096514729772085, 48.92979520692594], [7.096669997417344, 48.92977444244287], [7.097092190022143, 48.92958245016062], [7.097567896554486, 48.9297730818928], [7.108629862435254, 48.93420459660551], [7.128153600737116, 48.934886568224385]], ""type"": ""LineString""}";4365;48.93343342065366, 7.112020927548034;Grand Est;Bas-Rhin
"{""coordinates"": [[-3.600475042702621, 48.0712794472731], [-3.602007279998965, 48.078625870489965], [-3.631787324910143, 48.09759016839733], [-3.637971611931031, 48.10988486195937], [-3.658444531098484, 48.12480015241628]], ""type"": ""LineString""}";3199;48.0985702401782, -3.6281678420773273;Bretagne;Morbihan
"{""coordinates"": [[5.095827609040807, 48.55502589413846], [5.084337602264044, 48.55346878237019]], ""type"": ""LineString""}";6001;48.55424733825433, 5.090082605652425;Grand Est;Haute-Marne
"{""coordinates"": [[4.196580982794135, 43.72919479157323], [4.196653670646558, 43.72924766545205]], ""type"": ""LineString""}";6377;43.72922122851264, 4.196617326720347;Occitanie;Gard
"{""coordinates"": [[7.387480668593957, 48.91531290816768], [7.37230918261352, 48.91309961559465], [7.349597782934763, 48.92258627392399], [7.344464470643423, 48.922365931111344], [7.330231042309525, 48.933781427256676], [7.317458464667402, 48.93530399756808], [7.289874299341903, 48.945802585882355]], ""type"": ""LineString""}";4375;48.92767970104078, 7.338438716242434;Grand Est;Bas-Rhin
"{""coordinates"": [[-2.964906874958082, 48.03957737122376], [-2.964514002148474, 48.040541015101134], [-2.964219010735284, 48.04080029135391], [-2.955431720575014, 48.04154079738637], [-2.941071998051405, 48.04567280972789], [-2.909370683691444, 48.05661745698541], [-2.888242664791083, 48.075459378634164]], ""type"": ""LineString""}";3205;48.053504551219056, -2.924738515941215;Bretagne;Morbihan
"{""coordinates"": [[3.415815235609531, 49.60209158335995], [3.415956268483463, 49.60212887084989]], ""type"": ""LineString""}";6044;49.602110227104916, 3.4158857520464974;Hauts-de-France;Aisne
"{""coordinates"": [[3.485100944070959, 43.47247299066388], [3.48512049659521, 43.472479902843546]], ""type"": ""LineString""}";6382;43.47247644675372, 3.485110720333084;Occitanie;Hérault
"{""coordinates"": [[7.753174525574315, 48.703845329802874], [7.753253862362308, 48.703831982838686], [7.75328345869891, 48.70385261718012], [7.76400085768169, 48.7061115273892], [7.781786255090156, 48.7110687595013], [7.787189460483456, 48.716774381194064], [7.801427528495703, 48.72512593673814], [7.840920303088279, 48.73125249712958], [7.853475755782676, 48.73570432076812], [7.881237141662661, 48.75901304258131]], ""type"": ""LineString""}";4381;48.72759547836039, 7.819115615995033;Grand Est;Bas-Rhin
"{""coordinates"": [[-2.748645244081431, 48.1579344742896], [-2.7221635997018, 48.16249260816105], [-2.696254776637125, 48.17289748280861], [-2.674503777253417, 48.17381974638399], [-2.637807812310573, 48.17404249745924], [-2.606979120147295, 48.173783109823326]], ""type"": ""LineString""}";3207;48.17007413344817, -2.6784065855716603;Bretagne;Côtes-d'Armor
"{""coordinates"": [[6.340276874358328, 48.35211118480531], [6.340267899166029, 48.352115796431455]], ""type"": ""LineString""}";6045;48.35211349061838, 6.340272386762178;Grand Est;Vosges
"{""coordinates"": [[4.249740120587735, 43.82917548731397], [4.249950144855717, 43.82922529918221]], ""type"": ""LineString""}";6383;43.82920039324809, 4.249845132721726;Occitanie;Gard
"{""coordinates"": [[7.69234913397738, 48.76488750611053], [7.701863398871648, 48.768686364666145], [7.719111835439443, 48.78307910691005], [7.726475396986273, 48.7913042312604], [7.749432475902624, 48.79987328104945], [7.758290922137186, 48.79938675600131]], ""type"": ""LineString""}";4384;48.78528598745421, 7.724187640471341;Grand Est;Bas-Rhin
"{""coordinates"": [[-3.701341558420385, 47.96694954652271], [-3.70130818222854, 47.967013908279476]], ""type"": ""LineString""}";3217;47.96698172740109, -3.701324870324463;Bretagne;Finistère
"{""coordinates"": [[5.307500608379138, 45.69711693917736], [5.307405608825354, 45.69726931227276]], ""type"": ""LineString""}";6058;45.697193125725065, 5.307453108602246;Auvergne-Rhône-Alpes;Isère
"{""coordinates"": [[1.565914638810344, 45.177179393877424], [1.565863098249179, 45.17711982588104]], ""type"": ""LineString""}";6399;45.17714960987924, 1.5658888685297614;Nouvelle-Aquitaine;Corrèze
"{""coordinates"": [[7.673817810635394, 48.87013482842625], [7.675196838595327, 48.86923662441647]], ""type"": ""LineString""}";4391;48.86968572642137, 7.674507324615361;Grand Est;Bas-Rhin
"{""coordinates"": [[-3.546351317289254, 47.87899164169162], [-3.545828272662113, 47.88393347501623]], ""type"": ""LineString""}";3224;47.881462558353924, -3.5460897949756833;Bretagne;Finistère
"{""coordinates"": [[4.948579969319458, 45.760418658088916], [4.948770280390906, 45.76055708706738]], ""type"": ""LineString""}";6061;45.76048787257815, 4.948675124855182;Auvergne-Rhône-Alpes;Rhône
"{""coordinates"": [[0.572147637069535, 45.885598032935654], [0.572170746317368, 45.8856714496264]], ""type"": ""LineString""}";6401;45.885634741281024, 0.5721591916934516;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[7.623187494351085, 48.90855941969346], [7.615171526989997, 48.912662141837195], [7.595077540931239, 48.926249656808345], [7.585921682231158, 48.92312290136658]], ""type"": ""LineString""}";4392;48.91877943284004, 7.604776739353118;Grand Est;Bas-Rhin
"{""coordinates"": [[-3.847307773642664, 48.00564113254836], [-3.847786326951387, 48.005663617350386], [-3.893967102908648, 48.02961229576232], [-3.908606443450335, 48.04450226494132], [-3.908606363940571, 48.04450289292299], [-3.908605013768598, 48.04454540224027], [-3.908602397204758, 48.04456741698358], [-3.908519310938342, 48.044864670116844], [-3.908609453618172, 48.04509138192316]], ""type"": ""LineString""}";3226;48.02326693118938, -3.879621526866182;Bretagne;Finistère
"{""coordinates"": [[4.929833347546836, 45.76314936340218], [4.929383237632661, 45.763286907737076]], ""type"": ""LineString""}";6062;45.76321813556963, 4.929608292589748;Auvergne-Rhône-Alpes;Rhône
"{""coordinates"": [[6.081012306021129, 46.2899879411906], [6.081069978802782, 46.29001069373847]], ""type"": ""LineString""}";6416;46.289999317464535, 6.081041142411955;Auvergne-Rhône-Alpes;Ain
"{""coordinates"": [[7.346467621045692, 48.98669524085734], [7.351334948024854, 48.98761375731552]], ""type"": ""LineString""}";4396;48.98715449908643, 7.348901284535272;Grand Est;Moselle
"{""coordinates"": [[-3.710500435005248, 47.989904469130366], [-3.720820346020354, 48.00213031119432]], ""type"": ""LineString""}";3228;47.99601739016234, -3.7156603905128014;Bretagne;Finistère
"{""coordinates"": [[5.979915700373146, 45.52037614607748], [5.969970542751487, 45.52816220691173], [5.964892615008146, 45.53607719561979]], ""type"": ""LineString""}";6070;45.527619637973494, 5.971737331486065;Auvergne-Rhône-Alpes;Savoie
"{""coordinates"": [[2.565101704011241, 48.66259485037878], [2.565465828305621, 48.66263697902641]], ""type"": ""LineString""}";6421;48.66261591470259, 2.565283766158431;Île-de-France;Seine-et-Marne
"{""coordinates"": [[5.447068391237937, 47.97686602936492], [5.440207005935497, 47.98221616031684], [5.400044627116969, 48.015448069728485], [5.364440827924027, 48.037610576696025]], ""type"": ""LineString""}";4409;48.00850176071011, 5.406656788552304;Grand Est;Haute-Marne
"{""coordinates"": [[-3.70130818222854, 47.967013908279476], [-3.722229809159331, 47.97463566551785]], ""type"": ""LineString""}";3233;47.97082478689866, -3.711768995693935;Bretagne;Finistère
"{""coordinates"": [[5.379905531041385, 49.117846787637404], [5.371249617243164, 49.12081307007846], [5.366677808822509, 49.12547831529698], [5.363202674436057, 49.12842918068101], [5.358481142273458, 49.13244086189891], [5.344881490543019, 49.14289584973539]], ""type"": ""LineString""}";6077;49.12949407218557, 5.361975806623227;Grand Est;Meuse
"{""coordinates"": [[2.706768536340782, 48.177175007371574], [2.706942371288838, 48.17719172559985]], ""type"": ""LineString""}";6422;48.17718336648571, 2.7068554538148097;Île-de-France;Seine-et-Marne
"{""coordinates"": [[5.174719977897228, 47.87754003969161], [5.178364992286786, 47.878373434568935], [5.191180587028223, 47.88076027954374], [5.232828108738041, 47.887857675470805], [5.241081750621243, 47.88959820461118]], ""type"": ""LineString""}";4413;47.88359305301488, 5.2078962907443955;Grand Est;Haute-Marne
"{""coordinates"": [[-3.527951689076526, 47.90824337971808], [-3.527140297446451, 47.90830190941734]], ""type"": ""LineString""}";3238;47.90827264456771, -3.527545993261488;Bretagne;Finistère
"{""coordinates"": [[3.665395787328887, 43.480095528125695], [3.644477423340195, 43.47260730470372], [3.627748446256274, 43.48743189015625], [3.611906999833987, 43.49699132711027], [3.605669179079475, 43.49280062393775], [3.596839676554815, 43.49592075698613]], ""type"": ""LineString""}";6081;43.48489964407441, 3.630924083407994;Occitanie;Hérault
"{""coordinates"": [[-0.331268906015012, 47.47779890998468], [-0.312581950881364, 47.482714788414306]], ""type"": ""LineString""}";6426;47.48025684919949, -0.32192542844818767;Pays de la Loire;Maine-et-Loire
"{""coordinates"": [[6.117112879954522, 48.30689239820353], [6.107764342439699, 48.299591026207814], [6.107731367128685, 48.29774238181346]], ""type"": ""LineString""}";4417;48.30262476268226, 6.111806052781897;Grand Est;Vosges
"{""coordinates"": [[-4.248893178342738, 47.87965190229582], [-4.2364858435722, 47.88450828413824], [-4.229592777914462, 47.89078309523816], [-4.226519181719038, 47.90811617680601], [-4.213957029083947, 47.92268729772896], [-4.213982109180895, 47.922767729984905], [-4.214006474386832, 47.92478856079619], [-4.204615671666853, 47.94220191033578], [-4.193766559907844, 47.96143864989948], [-4.192290422150418, 47.978741261576616]], ""type"": ""LineString""}";3247;47.92488630529357, -4.215184813349371;Bretagne;Finistère
"{""coordinates"": [[3.304292045269845, 46.26908698934608], [3.30425159239304, 46.2690859718435], [3.303488392706048, 46.269840345450284]], ""type"": ""LineString""}";6096;46.26944947066349, 3.3038845943864437;Auvergne-Rhône-Alpes;Allier
"{""coordinates"": [[4.611237838778402, 45.866231435110976], [4.598333994399204, 45.866872358719526], [4.573950631354911, 45.873886000538675], [4.569143086596931, 45.87437593431834]], ""type"": ""LineString""}";6433;45.86965296973094, 4.590092274352846;Auvergne-Rhône-Alpes;Rhône
"{""coordinates"": [[5.759303933475955, 48.20505163463933], [5.773433353769723, 48.214592056593716], [5.79208701112264, 48.22512964198433], [5.798557432206564, 48.22914454703582], [5.799917874970071, 48.229979831772006]], ""type"": ""LineString""}";4421;48.21775831491574, 5.77945735916856;Grand Est;Vosges
"{""coordinates"": [[-4.14262760682103, 47.99934400125945], [-4.103632785373512, 48.03034560923727], [-4.088764415904466, 48.03042774456155], [-4.081055770025249, 48.036513506671334], [-4.075911207412832, 48.0300287732369], [-4.078681723257496, 48.02711737841757], [-4.066007913818031, 48.01900406024513], [-4.063384911932489, 48.008719251547944], [-4.0620794292948, 48.00857525315334]], ""type"": ""LineString""}";3248;48.02123242832119, -4.098579435421784;Bretagne;Finistère
"{""coordinates"": [[-1.471683614886364, 47.45064904702665], [-1.477428606298944, 47.45431072445871], [-1.485535187875848, 47.45768047134759], [-1.494224948501768, 47.4690423339722], [-1.515360594153493, 47.47350596267954], [-1.535400354067196, 47.48280837064159], [-1.549513565546857, 47.488408725346275], [-1.585641016148013, 47.52506984879178], [-1.600070058473544, 47.537533295131816], [-1.606501526249547, 47.53997543631015], [-1.614058208337487, 47.544214556576286]], ""type"": ""LineString""}";6109;47.49439118720443, -1.5442822736758055;Pays de la Loire;Loire-Atlantique
"{""coordinates"": [[-2.361981842345319, 47.809510748421054], [-2.3528951243767, 47.810112415081136]], ""type"": ""LineString""}";6438;47.80981158175109, -2.357438483361009;Bretagne;Morbihan
"{""coordinates"": [[5.896476019052388, 48.19257579516594], [5.917604423134613, 48.19101287923164], [5.927853043128981, 48.19769052108447]], ""type"": ""LineString""}";4422;48.19273041232652, 5.91278270901719;Grand Est;Vosges
"{""coordinates"": [[-4.073090480165188, 47.99677054002971], [-4.068904853992072, 47.99554940993625], [-4.067196651014349, 47.997886380764854], [-4.063244809172282, 48.00342462918361], [-4.062570670055237, 48.00408666386216], [-4.063004609505136, 48.00534312941514], [-4.063204350512847, 48.006460678629956], [-4.06331365572896, 48.0070721882589], [-4.063370831668008, 48.007392080281996], [-4.0620794292948, 48.00857525315334]], ""type"": ""LineString""}";3252;48.00075717734446, -4.066180687848471;Bretagne;Finistère
"{""coordinates"": [[2.071943177280131, 47.19002491738131], [2.071937679991391, 47.190085601356195], [2.071893320435845, 47.19020404595581]], ""type"": ""LineString""}";6111;47.19011570389149, 2.0719236051157446;Centre-Val de Loire;Cher
"{""coordinates"": [[3.485050237902173, 43.47246930382825], [3.484999336833533, 43.472467408243034], [3.48512049659521, 43.472479902843546]], ""type"": ""LineString""}";6439;43.47247209284976, 3.48504955794031;Occitanie;Hérault
"{""coordinates"": [[5.540965974168806, 48.042913527151434], [5.509719994890754, 48.01679668976995], [5.485202946625211, 48.00671305675058]], ""type"": ""LineString""}";4429;48.02271827276023, 5.514349437724126;Grand Est;Haute-Marne
"{""coordinates"": [[-4.073090480165188, 47.99677054002971], [-4.073230036911606, 47.99812497361827]], ""type"": ""LineString""}";3253;47.99744775682399, -4.0731602585383975;Bretagne;Finistère
"{""coordinates"": [[3.633561306509363, 47.96035314089628], [3.633431814328421, 47.96047050076306]], ""type"": ""LineString""}";6112;47.96041182082966, 3.6334965604188927;Bourgogne-Franche-Comté;Yonne
"{""coordinates"": [[2.39454886487657, 48.2837796193935], [2.399289770237917, 48.285907272078035]], ""type"": ""LineString""}";6441;48.284843445735774, 2.396919317557243;Centre-Val de Loire;Loiret
"{""coordinates"": [[5.895300140056766, 48.52023564823753], [5.870217337902067, 48.530120006065886], [5.826734565864405, 48.534197171201185], [5.816834303641121, 48.53689524947703]], ""type"": ""LineString""}";4430;48.5302617999598, 5.856515729668458;Grand Est;Meurthe-et-Moselle
"{""coordinates"": [[-3.807516113103508, 48.209866479917764], [-3.808034683441687, 48.209775732040946], [-3.812592712977185, 48.20749390481054], [-3.828294256818043, 48.20386338902171], [-3.85910170836192, 48.20583781721554], [-3.882189740621986, 48.208914831770855], [-3.92210069784621, 48.21591126690195], [-3.951803936256835, 48.21502926959122], [-3.955912751404707, 48.21531447294654], [-3.961667005639052, 48.214312763060306], [-3.979276195510387, 48.21640838748358], [-4.001230540437097, 48.21369569722889], [-4.002133309029403, 48.213837446433814], [-4.00347076538495, 48.21360127131619], [-4.00453175637482, 48.21340824441818], [-4.006705854018927, 48.2144391435152], [-4.009244561090079, 48.215691769704165]], ""type"": ""LineString""}";3256;48.21125085809029, -3.9082688473087464;Bretagne;Finistère
"{""coordinates"": [[4.981486052191795, 45.755455002317795], [4.981154519122506, 45.7554933266435]], ""type"": ""LineString""}";6122;45.755474164480646, 4.981320285657151;Auvergne-Rhône-Alpes;Rhône
"{""coordinates"": [[6.742494516897626, 48.457795222203636], [6.738421739171748, 48.462202016136665], [6.718665271350054, 48.47620381632456], [6.699315677680426, 48.489745322488595]], ""type"": ""LineString""}";6444;48.47421877047415, 6.721293386148215;Grand Est;Meurthe-et-Moselle
"{""coordinates"": [[5.819150703448019, 48.20294604494068], [5.815728874978525, 48.211459608339595], [5.814780555908218, 48.21755739365209], [5.80070507799738, 48.22938856477056], [5.799966084541111, 48.230011200366185], [5.799948205646033, 48.2300351139585], [5.800018036383702, 48.230073965084465]], ""type"": ""LineString""}";4435;48.21778874480377, 5.811400401570003;Grand Est;Vosges
"{""coordinates"": [[-3.980019037815636, 48.21648393434728], [-4.001230540437097, 48.21369569722889], [-4.002137064558072, 48.213765905186754], [-4.00347076538495, 48.21360127131619], [-4.004486091987273, 48.21347491497473], [-4.006705854018927, 48.2144391435152]], ""type"": ""LineString""}";3258;48.21481464193381, -3.993441924600626;Bretagne;Finistère
"{""coordinates"": [[6.003554315552751, 44.09776810570426], [6.003717989818666, 44.09782530516158]], ""type"": ""LineString""}";6125;44.09779670543292, 6.003636152685709;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence
"{""coordinates"": [[1.625275816767972, 48.99962157893782], [1.624609984635198, 49.000095562830715]], ""type"": ""LineString""}";6446;48.99985857088427, 1.6249429007015848;Île-de-France;Yvelines
"{""coordinates"": [[5.202689625126203, 47.73218065899992], [5.206508288024695, 47.73971923792599], [5.202586781045519, 47.75767847141224], [5.201637063417182, 47.781706408401384], [5.193851404614743, 47.81634820102277], [5.196970336694639, 47.82190609012838], [5.198397608347095, 47.82616556123085], [5.19417891602052, 47.83866326577622], [5.177995048381428, 47.857925425795365], [5.173697774213753, 47.877137630313406]], ""type"": ""LineString""}";4437;47.80614545049151, 5.194713004081945;Grand Est;Haute-Marne
"{""coordinates"": [[-4.415447627872092, 48.475303313943186], [-4.407055498516535, 48.5005142529654]], ""type"": ""LineString""}";3265;48.487908783454294, -4.411251563194314;Bretagne;Finistère
"{""coordinates"": [[5.38204709596527, 43.41998348641917], [5.382038193898846, 43.419991557730654]], ""type"": ""LineString""}";6131;43.41998752207491, 5.382042644932058;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
"{""coordinates"": [[6.051027338999308, 43.13433669374501], [6.050513924495057, 43.13459113708078]], ""type"": ""LineString""}";6447;43.134463915412894, 6.0507706317471825;Provence-Alpes-Côte d'Azur;Var
"{""coordinates"": [[4.708219650963257, 48.033375586755234], [4.708140679309213, 48.033414033000675], [4.6905944417033, 48.04832596893387], [4.679871048079539, 48.05208704373706], [4.672514897725435, 48.0579261983815], [4.649697367837037, 48.06472618472983], [4.630959591685643, 48.06975345139542], [4.6125469596089, 48.08685162634614]], ""type"": ""LineString""}";4440;48.060275309643465, 4.6602962096734535;Grand Est;Aube
"{""coordinates"": [[-3.980544884931917, 48.47408687333098], [-4.008201131943683, 48.48593396691159], [-4.012242954885213, 48.48989099495639]], ""type"": ""LineString""}";3272;48.481260918714376, -3.996881113147439;Bretagne;Finistère
"{""coordinates"": [[5.372855069370491, 43.411787195849875], [5.37286128719825, 43.41179966027844]], ""type"": ""LineString""}";6132;43.41179342806416, 5.372858178284371;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
"{""coordinates"": [[4.948516264732986, 46.425571410429946], [4.949485337148789, 46.43245617759152]], ""type"": ""LineString""}";6459;46.42901379401072, 4.949000800940888;Auvergne-Rhône-Alpes;Ain
"{""coordinates"": [[4.396723447128021, 48.1383306290879], [4.396522207602495, 48.13841975087639]], ""type"": ""LineString""}";4442;48.13837518998214, 4.396622827365258;Grand Est;Aube
"{""coordinates"": [[-4.010239458736168, 48.65553036507692], [-4.010228640868033, 48.65565812319439], [-4.01010779849212, 48.6567882082404], [-4.008965355462147, 48.66670029016477], [-4.010937306442621, 48.67144747571494], [-4.010573858886766, 48.672549162819735]], ""type"": ""LineString""}";3281;48.664167436260385, -4.009784738079249;Bretagne;Finistère
"{""coordinates"": [[3.253519186948509, 46.93732019449521], [3.253292581992719, 46.937539669506954], [3.253242535581394, 46.9376176337048]], ""type"": ""LineString""}";6147;46.93746369264362, 3.2533744833385136;Bourgogne-Franche-Comté;Nièvre
"{""coordinates"": [[-1.058980175221323, 47.71018495535387], [-1.027495492852665, 47.726280689355015], [-1.023529591150996, 47.730189668802396]], ""type"": ""LineString""}";6460;47.7195936788595, -1.0408262444851408;Pays de la Loire;Maine-et-Loire
"{""coordinates"": [[4.708219650963257, 48.033375586755234], [4.708123276506038, 48.03339623848818], [4.707879571326968, 48.03334933296064], [4.705194012661458, 48.02802745181168], [4.705038777486521, 48.026373417506015], [4.702052833560382, 48.02241792548854]], ""type"": ""LineString""}";4443;48.02789932016307, 4.705247954263599;Grand Est;Haute-Marne
"{""coordinates"": [[-4.289493864071312, 48.397262136136874], [-4.29078916363938, 48.39801701671562]], ""type"": ""LineString""}";3293;48.39763957642624, -4.290141513855346;Bretagne;Finistère
"{""coordinates"": [[2.154424829513262, 48.56964807198817], [2.160700011815484, 48.574066972206495], [2.158370082458928, 48.57931458619811], [2.168468559792919, 48.586742845078085], [2.174026461007959, 48.62632502767266], [2.177649151643771, 48.63300030403557], [2.178009023258769, 48.63294760075837], [2.178251086632357, 48.63294901892478], [2.178308420200935, 48.63294936043467], [2.17835363368251, 48.63295408005807]], ""type"": ""LineString""}";6149;48.59928901702377, 2.1681385428892237;Île-de-France;Essonne
"{""coordinates"": [[3.206169606719759, 46.08155416777127], [3.206164098244694, 46.08157250281293], [3.183374930578902, 46.08306489741551]], ""type"": ""LineString""}";6462;46.08231806743697, 3.194779060575876;Auvergne-Rhône-Alpes;Allier
"{""coordinates"": [[4.373091259263857, 48.13576914044929], [4.371543282280691, 48.135597491234144], [4.370656529749403, 48.13600160634272], [4.361494657989835, 48.13875772924816], [4.335154753420467, 48.135989267353196], [4.309841609336123, 48.134103463485374]], ""type"": ""LineString""}";4446;48.136385851797094, 4.34166244304744;Grand Est;Aube
"{""coordinates"": [[-4.401521008299305, 48.52024270193846], [-4.403940363152792, 48.52043201185223]], ""type"": ""LineString""}";3299;48.52033735689534, -4.402730685726048;Bretagne;Finistère
"{""coordinates"": [[2.16204147822185, 48.43047857217702], [2.164864294030205, 48.43770005500532]], ""type"": ""LineString""}";6153;48.43408931359117, 2.163452886126027;Île-de-France;Essonne
"{""coordinates"": [[0.31298343260578, 44.83641703387537], [0.31298015271746, 44.836516813813965]], ""type"": ""LineString""}";6463;44.83646692384467, 0.31298179266161963;Nouvelle-Aquitaine;Dordogne
