geo_shape;objectid;geo_point_2d;nom_region;departement
"{""coordinates"": [[6.926832659508984, 49.17669528335953], [6.926588607473604, 49.176919384034704], [6.92613540616388, 49.17743315563919]], ""type"": ""LineString""}";6102;49.17705600426775, 6.9264756519206685;Grand Est;Moselle
"{""coordinates"": [[3.156345055897822, 48.752761282884215], [3.15037416326466, 48.76289657657349], [3.150110727506138, 48.76319940215791], [3.150039750167506, 48.76435339004023], [3.15001911012272, 48.76468895359207], [3.149589410486662, 48.76534303825114], [3.146926574402323, 48.76760474047873], [3.143663989733512, 48.77037547336808], [3.142791298941469, 48.771248614004875], [3.138998184509652, 48.77253899940327], [3.13851844141894, 48.772742647728144], [3.137333790312494, 48.77535388698612]], ""type"": ""LineString""}";1756;48.7650080718781, 3.1476661521160243;Île-de-France;Seine-et-Marne
"{""coordinates"": [[2.501303913165368, 48.773181967655724], [2.503243787906526, 48.77347660936432]], ""type"": ""LineString""}";6105;48.77332928851003, 2.502273850535947;Île-de-France;Val-de-Marne
"{""coordinates"": [[5.088984418644272, 46.83731573628301], [5.088975025945795, 46.83731348396466]], ""type"": ""LineString""}";1757;46.83731461012383, 5.088979722295034;Bourgogne-Franche-Comté;Saône-et-Loire
"{""coordinates"": [[6.399185220804612, 46.06489639566969], [6.399119014128079, 46.06490473514121]], ""type"": ""LineString""}";6116;46.06490056540545, 6.399152117466345;Auvergne-Rhône-Alpes;Haute-Savoie
"{""coordinates"": [[-0.310584904893238, 46.41342771420413], [-0.310273135151093, 46.41489379894844], [-0.304010299830801, 46.43828239083244]], ""type"": ""LineString""}";1773;46.425863634196666, -0.3073333531744864;Nouvelle-Aquitaine;Deux-Sèvres
"{""coordinates"": [[4.983289498655491, 45.76007038716312], [4.983491696427157, 45.76006821866027]], ""type"": ""LineString""}";6123;45.760069302911695, 4.983390597541324;Auvergne-Rhône-Alpes;Rhône
"{""coordinates"": [[2.948621499834794, 50.31859068637842], [2.948532206139772, 50.318615941011394]], ""type"": ""LineString""}";1777;50.31860331369491, 2.9485768529872827;Hauts-de-France;Pas-de-Calais
"{""coordinates"": [[6.071750662279359, 45.93693646976077], [6.071712934177411, 45.936950588359444], [6.071594993602248, 45.93694866335153]], ""type"": ""LineString""}";6124;45.9369480737846, 6.071673778301049;Auvergne-Rhône-Alpes;Haute-Savoie
"{""coordinates"": [[4.553944152275574, 48.74256358848192], [4.553957424295872, 48.74253742668755]], ""type"": ""LineString""}";1778;48.74255050758474, 4.553950788285723;Grand Est;Marne
"{""coordinates"": [[2.98838207783688, 48.166835930227], [2.997723448425353, 48.16956761409655]], ""type"": ""LineString""}";6139;48.16820177216178, 2.993052763131116;Bourgogne-Franche-Comté;Yonne
"{""coordinates"": [[3.730585435611706, 46.633807283798625], [3.730600938822049, 46.633812119538014]], ""type"": ""LineString""}";1790;46.63380970166832, 3.7305931872168774;Bourgogne-Franche-Comté;Saône-et-Loire
"{""coordinates"": [[7.202397541422766, 43.76619405011235], [7.211388071089261, 43.77186359992407], [7.213190395583647, 43.7713733958279], [7.213937409265007, 43.771414700278555], [7.214614592256272, 43.771210850975976], [7.215617101016829, 43.771263158840995], [7.220004585861005, 43.77164704523314], [7.220044377950908, 43.77166082232677]], ""type"": ""LineString""}";6140;43.770123281410044, 7.210870969678892;Provence-Alpes-Côte d'Azur;Alpes-Maritimes
"{""coordinates"": [[3.14095519758721, 45.90051490642794], [3.140926173886302, 45.9007707819539]], ""type"": ""LineString""}";1791;45.90064284419092, 3.140940685736756;Auvergne-Rhône-Alpes;Puy-de-Dôme
"{""coordinates"": [[5.557508300036201, 43.29356565398414], [5.572276196914201, 43.29794322935418]], ""type"": ""LineString""}";6142;43.29575444166916, 5.564892248475201;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
"{""coordinates"": [[5.192698364722635, 45.32994657197901], [5.192684145332401, 45.329966857120745]], ""type"": ""LineString""}";1796;45.32995671454988, 5.192691255027519;Auvergne-Rhône-Alpes;Isère
"{""coordinates"": [[5.471279045984192, 43.304405002930615], [5.462676342786614, 43.3089911454912], [5.464308496074766, 43.312971224369164]], ""type"": ""LineString""}";6143;43.30800939865606, 5.465910636691655;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
"{""coordinates"": [[-0.072912868029853, 47.53436074362561], [-0.059138008062035, 47.549076139919514], [-0.058892161789752, 47.55553759919942], [-0.069393324319837, 47.55814066555921]], ""type"": ""LineString""}";1807;47.54791624798243, -0.06427074604246091;Pays de la Loire;Maine-et-Loire
"{""coordinates"": [[2.204008277315895, 48.49932272477696], [2.204026245033546, 48.49924211165236], [2.204063581601055, 48.49924910007325], [2.204180962179636, 48.4994791500715], [2.190405560062132, 48.51795197288933], [2.187771137710501, 48.521526553097246], [2.17543317291655, 48.52830678759664], [2.175540679577598, 48.53289345735428], [2.17554022239039, 48.53295958504384], [2.175522495127561, 48.53300070055975], [2.174822662762895, 48.536374587121166], [2.174765441031065, 48.53676033157857], [2.174708598207218, 48.536840497515456], [2.173501313926451, 48.538700888497665], [2.173380844444513, 48.54065389266142], [2.167496798019366, 48.5431130162149], [2.162017379208001, 48.563111324841344], [2.156167232797382, 48.56919495726394], [2.156158852166075, 48.56923895990257], [2.156155831343782, 48.569254834289914], [2.15615072206121, 48.569281713881445], [2.154734381638242, 48.56952642462195]], ""type"": ""LineString""}";6150;48.533916917263156, 2.1779672742075884;Île-de-France;Essonne
"{""coordinates"": [[0.80973352664095, 45.877566814321625], [0.80487902181116, 45.877007376853086], [0.787807314413616, 45.87472564236089], [0.761233066905871, 45.88309943324109], [0.741696860512451, 45.88469952117283], [0.724003697973611, 45.885398641465734]], ""type"": ""LineString""}";1808;45.88058535631663, 0.767030760024609;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[2.154603909326878, 48.56955619172378], [2.154594260048402, 48.569558597040384], [2.154591635154465, 48.56955998175401], [2.154424829513262, 48.56964807198817]], ""type"": ""LineString""}";6151;48.56960106725849, 2.154513962434458;Île-de-France;Essonne
"{""coordinates"": [[3.141193502983802, 45.90050216434649], [3.141154401644998, 45.900478818319804], [3.141114868466914, 45.90049838135877], [3.141011284958404, 45.900502841931235], [3.14095519758721, 45.90051490642794]], ""type"": ""LineString""}";1809;45.90049855065655, 3.1410775383484677;Auvergne-Rhône-Alpes;Puy-de-Dôme
"{""coordinates"": [[6.288034210441973, 46.1604799768974], [6.285446569748411, 46.17010184648061], [6.283880312452903, 46.17249557234621]], ""type"": ""LineString""}";6154;46.166631014945686, 6.286277104505495;Auvergne-Rhône-Alpes;Haute-Savoie
"{""coordinates"": [[3.475667070562461, 48.375790956870425], [3.475667883455392, 48.37623631096836], [3.476249121630294, 48.3788585873154], [3.477822783727293, 48.38323387221881], [3.479570462501463, 48.390252620901904], [3.48492736038795, 48.41215152985986], [3.487446130935429, 48.42266677965515]], ""type"": ""LineString""}";1815;48.39918001583702, 3.481686998318042;Grand Est;Aube
"{""coordinates"": [[4.810973242436013, 46.83845509163668], [4.800294991863494, 46.84587917412517], [4.771151524642676, 46.872959099470314], [4.769642111747395, 46.874733455499516]], ""type"": ""LineString""}";6163;46.85595814368633, 4.7897736211060336;Bourgogne-Franche-Comté;Saône-et-Loire
"{""coordinates"": [[4.794247417140842, 46.890889674226585], [4.794247319558873, 46.890889504632575], [4.794247417140842, 46.890889674226585]], ""type"": ""LineString""}";1818;46.890889589429584, 4.794247368349858;Bourgogne-Franche-Comté;Saône-et-Loire
"{""coordinates"": [[5.971788036611419, 44.41858104289726], [5.993195810668009, 44.42027498665997], [5.993398186660506, 44.4203487500736]], ""type"": ""LineString""}";6188;44.419436792147586, 5.982599226626879;Provence-Alpes-Côte d'Azur;Hautes-Alpes
"{""coordinates"": [[7.603360960682154, 48.16939397433241], [7.595941565286218, 48.17440504874419]], ""type"": ""LineString""}";1820;48.1718995115383, 7.599651262984186;Grand Est;Bas-Rhin
"{""coordinates"": [[3.015629831252855, 50.31305749124453], [3.015616951944851, 50.31307712855947], [3.015590936561596, 50.313102271271234]], ""type"": ""LineString""}";6194;50.31308088702647, 3.015611598884483;Hauts-de-France;Pas-de-Calais
"{""coordinates"": [[0.803809713104141, 48.7596358601438], [0.803812112661833, 48.75963252123445], [0.803802720545071, 48.7596419487723]], ""type"": ""LineString""}";1824;48.75963651641016, 0.8038082418805197;Normandie;Eure
"{""coordinates"": [[0.159829916970596, 45.185976683002124], [0.17039223597721, 45.20495640811644], [0.187602435680947, 45.234817190859125], [0.191616922433459, 45.25044651089152], [0.191617530867668, 45.250449625619936]], ""type"": ""LineString""}";6198;45.217628950773815, 0.1771953172444978;Nouvelle-Aquitaine;Dordogne
"{""coordinates"": [[0.093401881634148, 45.019082243536836], [0.093990538518663, 45.02061029775064], [0.095085769859513, 45.0222601510437]], ""type"": ""LineString""}";1829;45.020716020694074, 0.0941570673749929;Nouvelle-Aquitaine;Dordogne
"{""coordinates"": [[0.099026897784777, 45.04369942459504], [0.09963602934438, 45.04638312768074], [0.108420376448588, 45.07508697573942], [0.118166366850072, 45.088725793192005], [0.130006533264367, 45.12014601664607], [0.143320844987907, 45.146039554433706], [0.143825831336227, 45.1471938626607], [0.159711505053999, 45.18502169171086]], ""type"": ""LineString""}";6200;45.11456359638888, 0.12845719522480495;Nouvelle-Aquitaine;Dordogne
"{""coordinates"": [[0.159832171975013, 45.18549719242573], [0.159829916970596, 45.185976683002124], [0.170327231523745, 45.205010766750526], [0.185667494803803, 45.235460462952396], [0.191616922433459, 45.25044651089152]], ""type"": ""LineString""}";1831;45.2176394695318, 0.17636986812983485;Nouvelle-Aquitaine;Dordogne
"{""coordinates"": [[2.56575257321885, 49.85549539053283], [2.565146368764351, 49.855545447636125]], ""type"": ""LineString""}";6202;49.85552041908448, 2.5654494709916005;Hauts-de-France;Somme
"{""coordinates"": [[0.22664157669175, 45.319523405317554], [0.225057385549694, 45.32010303697217], [0.222822365855211, 45.32084018825344]], ""type"": ""LineString""}";1836;45.32019672500054, 0.22473716257409848;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[3.248470929861735, 46.935633454923426], [3.248893184913365, 46.935772712345596]], ""type"": ""LineString""}";6210;46.93570308363451, 3.24868205738755;Bourgogne-Franche-Comté;Nièvre
"{""coordinates"": [[0.299672408837194, 45.486903567283825], [0.305249525154011, 45.49170702632841], [0.309612892321399, 45.513940701011975], [0.310364298095357, 45.51506838372379]], ""type"": ""LineString""}";1839;45.500156782349286, 0.30637559740718967;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[7.192882533003518, 43.71079697762661], [7.193016894382326, 43.71092515134503]], ""type"": ""LineString""}";6217;43.710861064485826, 7.192949713692922;Provence-Alpes-Côte d'Azur;Alpes-Maritimes
"{""coordinates"": [[0.037372389556309, 45.0325717227025], [0.037391068763973, 45.032648049453904], [0.037487118151233, 45.032600545441106]], ""type"": ""LineString""}";1856;45.03261820036991, 0.03741482410707062;Nouvelle-Aquitaine;Gironde
"{""coordinates"": [[6.734001018285984, 43.442930582882695], [6.723554499367262, 43.44309708154156], [6.710672621890797, 43.4546637797261], [6.704475276107887, 43.45785638437441], [6.705500568629429, 43.46756862960092], [6.705411554945393, 43.46814492437788], [6.704666689402726, 43.471142093478484], [6.705108905686739, 43.47354837903439], [6.705188295050277, 43.47419251086208], [6.672597187883511, 43.49802795506879], [6.653347849406839, 43.50590197323721], [6.65472794064882, 43.51098058514899]], ""type"": ""LineString""}";6226;43.4760231589109, 6.693815418232958;Provence-Alpes-Côte d'Azur;Var
"{""coordinates"": [[0.31298343260578, 44.83641703387537], [0.311853544065277, 44.83667276179447], [0.305785227458192, 44.84048514760331], [0.270723234578645, 44.844162378037964], [0.266926526804241, 44.85391750335419], [0.242987662553571, 44.86291656261885], [0.224050829804435, 44.86956022005278], [0.211783678270359, 44.87088108571827], [0.198091583750943, 44.86836069803259], [0.187057267471332, 44.870614199673774]], ""type"": ""LineString""}";1858;44.85659671749207, 0.2512070349739766;Nouvelle-Aquitaine;Gironde
"{""coordinates"": [[6.524607674687456, 48.65470081309099], [6.524811212108817, 48.65436847547548], [6.524809192050264, 48.654236116984166], [6.525064063016685, 48.65350060155609], [6.525069714569043, 48.65336311784404], [6.52499354086945, 48.653168946203266], [6.501082367840009, 48.64435134926642], [6.496560954068978, 48.64255420242144], [6.492548413111406, 48.640147208091385], [6.492534090009781, 48.64013921875929], [6.486450297929071, 48.637797661552696]], ""type"": ""LineString""}";6241;48.64607750652995, 6.506327827961864;Grand Est;Meurthe-et-Moselle
"{""coordinates"": [[0.710904161974975, 44.83417919061243], [0.71395296787735, 44.83442241368077]], ""type"": ""LineString""}";1862;44.8343008021466, 0.7124285649261629;Nouvelle-Aquitaine;Dordogne
"{""coordinates"": [[0.989710155434459, 47.35167453045494], [0.989619012942731, 47.35165730226783]], ""type"": ""LineString""}";6248;47.351665916361384, 0.9896645841885947;Centre-Val de Loire;Indre-et-Loire
"{""coordinates"": [[0.04339759487658, 45.03220153155229], [0.037487118151233, 45.032600545441106], [0.037407705041435, 45.03257478007512], [0.037372389556309, 45.0325717227025]], ""type"": ""LineString""}";1868;45.03240462710398, 0.0403830734120837;Nouvelle-Aquitaine;Gironde
"{""coordinates"": [[4.489325838119457, 45.88253499701912], [4.489323411773374, 45.88255259170947]], ""type"": ""LineString""}";6256;45.882543794364295, 4.489324624946415;Auvergne-Rhône-Alpes;Rhône
"{""coordinates"": [[0.328909002102701, 45.62051859558936], [0.328957842987927, 45.620673068612625], [0.33132739415943, 45.6228281482793], [0.343973629985914, 45.633030965502215], [0.344072967130541, 45.63301493029938], [0.344543870972555, 45.633111630455446], [0.345218928819342, 45.63322941780927]], ""type"": ""LineString""}";1875;45.627239562637335, 0.33685249082052965;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[1.245882711144479, 46.390540020514294], [1.254772360019158, 46.39726500289841], [1.308507057610286, 46.43641180789716], [1.341480689779309, 46.446380918068], [1.354690055729863, 46.45515455276301], [1.380727561612939, 46.46321869176018]], ""type"": ""LineString""}";6274;46.43154699410112, 1.310920430332133;Centre-Val de Loire;Indre
"{""coordinates"": [[0.227272567630493, 45.596069237961935], [0.237855892000369, 45.59707258070896], [0.251551174019212, 45.60017301682823], [0.256696110467665, 45.59958859062434], [0.25825768531294, 45.60011805028143], [0.279129997502889, 45.603894791049846], [0.284188119048368, 45.604111598726035], [0.298407420861542, 45.60444895669171], [0.308423187056942, 45.60743569155788], [0.327672608498692, 45.61960255089295], [0.328957842987927, 45.620673068612625], [0.342682338276071, 45.631812816316945], [0.343973629985914, 45.633030965502215], [0.344285190905391, 45.633210201859086], [0.344331520314812, 45.63323606361735], [0.345218928819342, 45.63322941780927], [0.346033343474355, 45.63313477351352]], ""type"": ""LineString""}";1876;45.608270802418915, 0.28924057992502034;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[4.158851726547754, 49.35285436939014], [4.159475913123452, 49.353538611269954]], ""type"": ""LineString""}";6282;49.35319649033005, 4.159163819835603;Grand Est;Marne
"{""coordinates"": [[0.328430741746762, 45.62009211336578], [0.328909002102701, 45.62051859558936], [0.337226631977964, 45.62727031603318], [0.341130005417011, 45.63044573821607], [0.344072967130541, 45.63301493029938]], ""type"": ""LineString""}";1877;45.62652047645524, 0.3362795539881122;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[3.701884162661357, 43.43365968548861], [3.70194373460148, 43.4338836829478]], ""type"": ""LineString""}";6300;43.4337716842182, 3.701913948631418;Occitanie;Hérault
"{""coordinates"": [[0.037529704164977, 45.62149586428096], [0.0374175359321, 45.621516410933715]], ""type"": ""LineString""}";1884;45.62150613760734, 0.03747362004853883;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[3.436625702374785, 43.44845404319735], [3.436593731990119, 43.448507738980766], [3.436610129652296, 43.448600322046566]], ""type"": ""LineString""}";6301;43.44852482798948, 3.436605039697217;Occitanie;Hérault
"{""coordinates"": [[0.085984531491983, 45.613388712910236], [0.069339435762681, 45.62168365186528], [0.061617584791896, 45.62791345674538]], ""type"": ""LineString""}";1893;45.6200627103753, 0.0734234391471453;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[2.235062282356439, 51.0034687493386], [2.235246812372676, 51.003505333917445]], ""type"": ""LineString""}";6305;51.00348704162802, 2.2351545473645573;Hauts-de-France;Nord
"{""coordinates"": [[0.139087626810911, 45.59293358595681], [0.087941935900576, 45.58638542760208], [0.061901719102988, 45.59390840160867], [0.05857852187601, 45.59618639983311]], ""type"": ""LineString""}";1897;45.590081759076725, 0.09826989383853521;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[4.188030594880018, 48.67643173224425], [4.188170402271568, 48.67650376144478]], ""type"": ""LineString""}";6308;48.67646774684451, 4.188100498575793;Grand Est;Aube
"{""coordinates"": [[-0.014529156658574, 45.664000475092], [-0.026505118421196, 45.67161975022736], [-0.038108420017046, 45.67414460500166], [-0.038114933625055, 45.674146177457075], [-0.038617620248859, 45.67427205485446], [-0.039373815572565, 45.67444357839746], [-0.039938399596236, 45.674575006223186], [-0.040546110943943, 45.67472064920057], [-0.041146184405347, 45.67488185994379], [-0.042968209986822, 45.67531326619082]], ""type"": ""LineString""}";1905;45.67086185787949, -0.028244759613260402;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[0.686275452074857, 46.97662073895586], [0.686121301237827, 46.97665620682117]], ""type"": ""LineString""}";6312;46.97663847288851, 0.686198376656342;Centre-Val de Loire;Indre-et-Loire
"{""coordinates"": [[-0.108897374368823, 45.69395082071452], [-0.108922471527665, 45.69400975918106], [-0.112626565328387, 45.695655877674355], [-0.142336350659374, 45.6969833642518], [-0.156137969634177, 45.700800229565786]], ""type"": ""LineString""}";1912;45.69695595268442, -0.13251762303414272;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[2.704262380023374, 48.230605453761996], [2.704250189193816, 48.23066124552025]], ""type"": ""LineString""}";6315;48.230633349641124, 2.7042562846085954;Île-de-France;Seine-et-Marne
"{""coordinates"": [[-0.037029553826399, 45.673764546982305], [-0.038108420017046, 45.67414460500166], [-0.038114933625055, 45.674146177457075], [-0.038765500752202, 45.674299468497175], [-0.039373815572565, 45.67444357839746], [-0.039983465801457, 45.67458526098963], [-0.040546110943943, 45.67472064920057], [-0.041195107890406, 45.67488417002293], [-0.042968209986822, 45.67531326619082], [-0.042975926534625, 45.67531520236606], [-0.043624565573447, 45.675469842898465], [-0.044190339791305, 45.67559867655017], [-0.044235238771699, 45.67560889813561], [-0.044797704908795, 45.67574507254909], [-0.045445089016374, 45.675912217794775], [-0.046631654466357, 45.67616034644951], [-0.047268040887482, 45.676349812337456], [-0.04783505974716, 45.67647570176918], [-0.049247819768015, 45.67680866055525], [-0.050967916334761, 45.67691246373829], [-0.050970084207015, 45.67691261225713], [-0.051656268306266, 45.67700483949765], [-0.052879825338021, 45.6770941445282], [-0.052933974659727, 45.67709815524408], [-0.053572440873142, 45.67714696748201], [-0.054212337883523, 45.677186743764274], [-0.054797936576556, 45.67722375427612], [-0.05485222123549, 45.67722718366398], [-0.055161537110938, 45.67724959204695], [-0.055491691815527, 45.677271767472696], [-0.056070786906234, 45.67731318336113], [-0.056076375269725, 45.67731358137637], [-0.056076543133446, 45.677313594843], [-0.056722583699655, 45.677336978358596], [-0.057122770583606, 45.677363708955184], [-0.057772661173763, 45.67744626018946], [-0.058630840771379, 45.67750561280949], [-0.059323850023611, 45.67755602895457], [-0.059908616973964, 45.67759690167557], [-0.060092182621916, 45.67761089099195], [-0.060601386881895, 45.67764898367585], [-0.061135695282625, 45.67768492263175], [-0.061186524974301, 45.67768862315918], [-0.095910246064885, 45.68792197151559], [-0.098850647629022, 45.68946793536942]], ""type"": ""LineString""}";1913;45.68060526266431, -0.06820236599821175;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[1.917386506200804, 48.94815482972042], [1.917898244566091, 48.9483171386395]], ""type"": ""LineString""}";6317;48.94823598417996, 1.9176423753834473;Île-de-France;Yvelines
"{""coordinates"": [[-0.156137969634177, 45.700800229565786], [-0.156390724958927, 45.700994493814775], [-0.156580125365049, 45.701215109003215], [-0.15696507642113, 45.70144632950593], [-0.159095504868641, 45.7024139977813], [-0.166714320128161, 45.70764299924885], [-0.178611355785691, 45.71033686340139]], ""type"": ""LineString""}";1923;45.70651635246879, -0.16696678156226263;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[2.406116153038016, 48.771315993077465], [2.406113838733936, 48.7713220706072], [2.40611605859665, 48.77134820963053], [2.406114443538052, 48.77135143049876]], ""type"": ""LineString""}";6339;48.77133371294349, 2.40611498709942;Île-de-France;Val-de-Marne
"{""coordinates"": [[-0.164182860386097, 45.68833606307286], [-0.156137969634177, 45.700800229565786]], ""type"": ""LineString""}";1926;45.69456814631933, -0.16016041501013722;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[2.406114443538052, 48.77135143049876], [2.407197694121972, 48.77141739552129], [2.41013621210053, 48.77156129528882], [2.410227167984516, 48.772202540579], [2.412899363814012, 48.77669380038459], [2.414174026068123, 48.7779829564531], [2.414193397665577, 48.7780102675373]], ""type"": ""LineString""}";6340;48.77373878504093, 2.4106204221615775;Île-de-France;Val-de-Marne
"{""coordinates"": [[-0.183158910381107, 45.71238136216427], [-0.18462151518066, 45.712709091969565], [-0.189152312923165, 45.71381244631734]], ""type"": ""LineString""}";1928;45.71308671976095, -0.18615799254910725;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[4.989232841993458, 45.208245565469454], [4.997503563975124, 45.20919472727448], [4.997663881847146, 45.20923272497337], [5.001845614627145, 45.21020067293449], [5.002058998796411, 45.21024971072869], [5.00886131545237, 45.2129184517314], [5.013024576832389, 45.21338035506726], [5.017886990476566, 45.21547546274984], [5.02006550260393, 45.21638900708311], [5.026733242494493, 45.217912230520916], [5.026783831877739, 45.21799979929382], [5.028069086795412, 45.22012907542839], [5.028210224356268, 45.22022205229773], [5.039522958859678, 45.226970422522875], [5.051092039961603, 45.23972333292115]], ""type"": ""LineString""}";6343;45.21977724724678, 5.022429733606414;Auvergne-Rhône-Alpes;Drôme
"{""coordinates"": [[-0.300487748761105, 45.73667692690952], [-0.308343779148809, 45.73659282966383], [-0.311361707275985, 45.73653294564211], [-0.311615717395775, 45.73654354346193], [-0.311670624414773, 45.736552565102606], [-0.311671313457097, 45.73655268004669], [-0.311696230117844, 45.73655631004773]], ""type"": ""LineString""}";1938;45.73661268662555, -0.30609272829560186;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[3.486288209795489, 43.30310555333017], [3.487940075090124, 43.304495105147716]], ""type"": ""LineString""}";6347;43.30380032923894, 3.487114142442807;Occitanie;Hérault
"{""coordinates"": [[-0.241954390908647, 45.71927345193738], [-0.242008488613512, 45.719302321311304], [-0.260004857423287, 45.723351210399095], [-0.262381655254014, 45.72371714589556], [-0.263781268498013, 45.724069325642354], [-0.277246583926133, 45.72909970484302], [-0.296991368064899, 45.73651366301224], [-0.297091573454877, 45.736546998660174], [-0.297115411033992, 45.73654442661616], [-0.308384509468191, 45.73652071238867], [-0.311361707275985, 45.73653294564211], [-0.311670624414773, 45.736552565102606], [-0.311671313457097, 45.73655268004669]], ""type"": ""LineString""}";1941;45.72891068247402, -0.2767492139792695;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[7.35134991815975, 47.51021283918151], [7.349095475736866, 47.512177046665656]], ""type"": ""LineString""}";6348;47.51119494292358, 7.3502226969483075;Grand Est;Haut-Rhin
"{""coordinates"": [[-0.242008488613512, 45.719302321311304], [-0.2602279330846, 45.72345712425244], [-0.263284274871394, 45.7239682698815], [-0.277026108143407, 45.72907463575931], [-0.296991368064899, 45.73651366301224], [-0.297115411033992, 45.73654442661616], [-0.300487748761105, 45.73667692690952]], ""type"": ""LineString""}";1942;45.727569341904214, -0.2714192034373776;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[6.030124014471289, 46.23697009457222], [6.030200437622597, 46.23703201273385]], ""type"": ""LineString""}";6361;46.23700105365303, 6.030162226046942;Auvergne-Rhône-Alpes;Ain
"{""coordinates"": [[-0.312314863591489, 45.736729975797545], [-0.321395832729089, 45.747552459009654]], ""type"": ""LineString""}";1949;45.7421412174036, -0.3168553481602894;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[2.493868839617656, 48.96402708256866], [2.494026588933882, 48.96413857189889]], ""type"": ""LineString""}";6362;48.96408282723378, 2.4939477142757687;Île-de-France;Seine-Saint-Denis
"{""coordinates"": [[-0.315274406375516, 45.714972056656485], [-0.313895589370797, 45.7199619586316], [-0.313220510272322, 45.72681685858479], [-0.31244841766626, 45.728736833914446], [-0.313495778613632, 45.729729443959016], [-0.312502639392456, 45.736797226051124]], ""type"": ""LineString""}";1950;45.72591309937468, -0.3135133612391251;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[4.997384815485247, 46.39044891460737], [4.988342360263217, 46.3933080134082], [4.959259802610902, 46.40470991258071], [4.938204431244503, 46.40833824946167], [4.930206671993546, 46.41473711578456], [4.928864630972852, 46.41506155593511], [4.9016105207447, 46.4170165453564], [4.888848173457145, 46.417934224171375], [4.884473661952359, 46.41907787445565], [4.883904551174146, 46.430550953316576], [4.871211966570598, 46.433232576720236], [4.830916627005966, 46.437831624698845], [4.8238610635699, 46.443564322548305], [4.804494504584842, 46.44404728727189]], ""type"": ""LineString""}";6368;46.42017709127565, 4.900629088916169;Auvergne-Rhône-Alpes;Ain
"{""coordinates"": [[-0.312571033674073, 45.7147039945066], [-0.314817851492098, 45.71489870743626], [-0.315274406375516, 45.714972056656485]], ""type"": ""LineString""}";1954;45.71482415643385, -0.31392443277227317;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[5.214793239146993, 46.33935292987972], [5.213497128854721, 46.33928031459809], [5.213378255708537, 46.33925537314566], [5.212065208144282, 46.3381625175842], [5.211767796903059, 46.33610282496967], [5.211757423052395, 46.33601870009633], [5.21175205500678, 46.33591267812239], [5.175263727056801, 46.34857812392352], [5.149990455065895, 46.376208620982595], [5.133682311445435, 46.37812543142993], [5.107669658534375, 46.38163040262026], [5.093903168140947, 46.382163213003984], [5.042238079383075, 46.384343520815285], [5.037223678219111, 46.3832124800146], [5.032803700392036, 46.38393128601862], [5.016681784491581, 46.38423940164575], [5.007846452043485, 46.38941003350892], [4.997384815485247, 46.39044891460737]], ""type"": ""LineString""}";6369;46.37185477447275, 5.110243234120556;Auvergne-Rhône-Alpes;Ain
"{""coordinates"": [[-0.377478278876402, 45.6672939195842], [-0.36921783722813, 45.68075225224767], [-0.368412140808117, 45.68364869977531]], ""type"": ""LineString""}";1960;45.67533094711841, -0.3726230559368462;Nouvelle-Aquitaine;Charente
"{""coordinates"": [[3.033129299637161, 50.411546130755355], [3.032486060767977, 50.41603705633366], [3.028607332378499, 50.42168614844165]], ""type"": ""LineString""}";6372;50.41684203281885, 3.031447328874803;Hauts-de-France;Pas-de-Calais
"{""coordinates"": [[-0.398547074959959, 45.65674740028679], [-0.386600749418249, 45.663037603303884], [-0.377478278876402, 45.6672939195842]], ""type"": ""LineString""}";1962;45.66214488736587, -0.38807431844174917;Nouvelle-Aquitaine;Charente-Maritime
"{""coordinates"": [[3.821794009622367, 43.672259971094995], [3.82169066773885, 43.67252122426755]], ""type"": ""LineString""}";6380;43.67239059768127, 3.821742338680608;Occitanie;Hérault
"{""coordinates"": [[-0.525483070791274, 45.59110211516012], [-0.514089897248751, 45.59215164577621], [-0.486793006576687, 45.61013250293304]], ""type"": ""LineString""}";1966;45.59867501124502, -0.5054571579125872;Nouvelle-Aquitaine;Charente-Maritime
"{""coordinates"": [[3.869418680665704, 43.57293412293001], [3.869745263748003, 43.57317891738139]], ""type"": ""LineString""}";6381;43.5730565201557, 3.869581972206854;Occitanie;Hérault
